expense_id,date,vendor,category,description,amount,tax_amount,currency,payment_method,is_billable,notes
EXP-5521,2025-12-18,USPS,Shipping & Postage,First-class & priority shipping,181.31,0.00,USD,Business Credit Card,no,
EXP-5587,2025-12-19,Cedar Mill Lumber Co,Cost of Goods Sold,Cedar planter material,470.37,0.00,USD,Business Credit Card,no,
EXP-5572,2025-12-19,Google Ads,Advertising & Marketing,Search & shopping ads,691.56,0.00,USD,Business Credit Card,no,
EXP-5549,2025-12-19,Klaviyo,Software & Subscriptions,Email marketing platform,327.41,0.00,USD,Business Credit Card,no,
EXP-5591,2025-12-20,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,372.48,0.00,USD,ACH,no,
EXP-5530,2025-12-20,USPS,Shipping & Postage,First-class & priority shipping,109.66,0.00,USD,Business Credit Card,no,
EXP-5543,2025-12-20,FedEx,Shipping & Postage,Express shipments,24.86,0.00,USD,Business Credit Card,no,
EXP-5561,2025-12-20,PayPal Fees,Bank & Processor Fees,Processing fees,210.89,0.00,USD,Business Credit Card,no,
EXP-5504,2025-12-20,UPS,Shipping & Postage,Outbound shipping labels,347.95,0.00,USD,Business Credit Card,no,
EXP-5589,2025-12-20,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",1255.55,0.00,USD,Business Credit Card,no,
EXP-5520,2025-12-21,USPS,Shipping & Postage,First-class & priority shipping,227.72,0.00,USD,Business Credit Card,no,
EXP-5568,2025-12-21,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3597.91,0.00,USD,Business Credit Card,no,
EXP-5559,2025-12-23,PayPal Fees,Bank & Processor Fees,Processing fees,229.37,0.00,USD,Business Credit Card,no,
EXP-5525,2025-12-23,USPS,Shipping & Postage,First-class & priority shipping,161.67,0.00,USD,Business Credit Card,no,
EXP-5583,2025-12-23,AWS,Software & Subscriptions,Cloud hosting & storage,166.94,0.00,USD,Business Credit Card,no,
EXP-5502,2025-12-23,UPS,Shipping & Postage,Outbound shipping labels,288.26,0.00,USD,Business Credit Card,no,
EXP-5513,2025-12-24,USPS,Shipping & Postage,First-class & priority shipping,22.47,0.00,USD,Business Credit Card,no,
EXP-5581,2025-12-24,TikTok Ads,Advertising & Marketing,Paid social campaign,232.43,0.00,USD,Business Credit Card,no,
EXP-5523,2025-12-25,USPS,Shipping & Postage,First-class & priority shipping,155.44,0.00,USD,Business Credit Card,no,
EXP-5547,2025-12-25,ShipStation,Software & Subscriptions,Monthly subscription,86.54,0.00,USD,Business Credit Card,no,
EXP-5564,2025-12-25,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,1537.56,0.00,USD,Business Credit Card,no,
EXP-5567,2025-12-25,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,1106.87,0.00,USD,Business Credit Card,no,
EXP-5511,2025-12-26,UPS,Shipping & Postage,Outbound shipping labels,343.55,0.00,USD,Business Credit Card,no,
EXP-5508,2025-12-26,UPS,Shipping & Postage,Outbound shipping labels,311.01,0.00,USD,Business Credit Card,no,
EXP-5554,2025-12-26,Stripe Fees,Bank & Processor Fees,Card processing fees,274.24,0.00,USD,Business Credit Card,no,
EXP-5560,2025-12-27,PayPal Fees,Bank & Processor Fees,Processing fees,291.83,0.00,USD,Business Credit Card,no,
EXP-5500,2025-12-27,UPS,Shipping & Postage,Outbound shipping labels,193.86,0.00,USD,Business Credit Card,no,
EXP-5512,2025-12-27,UPS,Shipping & Postage,Outbound shipping labels,300.72,0.00,USD,Business Credit Card,no,
EXP-5507,2025-12-27,UPS,Shipping & Postage,Outbound shipping labels,49.42,0.00,USD,Business Credit Card,no,
EXP-5566,2025-12-28,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,682.16,0.00,USD,Business Credit Card,no,
EXP-5610,2026-01-01,USPS,Shipping & Postage,First-class & priority shipping,21.58,0.00,USD,Business Credit Card,no,
EXP-5627,2026-01-02,PayPal Fees,Bank & Processor Fees,Processing fees,205.87,0.00,USD,Business Credit Card,no,
EXP-5606,2026-01-06,USPS,Shipping & Postage,First-class & priority shipping,20.07,0.00,USD,Business Credit Card,no,
EXP-5598,2026-01-07,UPS,Shipping & Postage,Outbound shipping labels,358.33,0.00,USD,Business Credit Card,no,
EXP-5599,2026-01-07,UPS,Shipping & Postage,Outbound shipping labels,107.38,0.00,USD,Business Credit Card,no,
EXP-5634,2026-01-08,TikTok Ads,Advertising & Marketing,Paid social campaign,1071.52,0.00,USD,Business Credit Card,no,
EXP-5630,2026-01-08,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,806.83,0.00,USD,Business Credit Card,no,
EXP-5625,2026-01-12,Stripe Fees,Bank & Processor Fees,Card processing fees,527.68,0.00,USD,Business Credit Card,no,
EXP-5624,2026-01-12,Stripe Fees,Bank & Processor Fees,Card processing fees,573.76,0.00,USD,Business Credit Card,no,
EXP-5613,2026-01-12,USPS,Shipping & Postage,First-class & priority shipping,208.24,0.00,USD,Business Credit Card,no,
EXP-5616,2026-01-13,FedEx,Shipping & Postage,Express shipments,322.67,0.00,USD,Business Credit Card,no,
EXP-5609,2026-01-15,USPS,Shipping & Postage,First-class & priority shipping,159.21,0.00,USD,Business Credit Card,no,
EXP-5597,2026-01-16,UPS,Shipping & Postage,Outbound shipping labels,22.65,0.00,USD,Business Credit Card,no,
EXP-5605,2026-01-17,USPS,Shipping & Postage,First-class & priority shipping,16.17,0.00,USD,Business Credit Card,no,
EXP-5620,2026-01-17,ShipStation,Software & Subscriptions,Monthly subscription,96.68,0.00,USD,Business Credit Card,no,
EXP-5640,2026-01-17,Northern Leather Supply,Cost of Goods Sold,Leather raw material order,5716.16,0.00,USD,Business Credit Card,no,
EXP-5600,2026-01-17,UPS,Shipping & Postage,Outbound shipping labels,363.17,0.00,USD,Business Credit Card,no,
EXP-5626,2026-01-17,PayPal Fees,Bank & Processor Fees,Processing fees,99.14,0.00,USD,Business Credit Card,no,
EXP-5622,2026-01-17,Klaviyo,Software & Subscriptions,Email marketing platform,138.00,0.00,USD,Business Credit Card,no,
EXP-5629,2026-01-18,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3996.47,0.00,USD,Business Credit Card,no,
EXP-5635,2026-01-19,TikTok Ads,Advertising & Marketing,Paid social campaign,468.27,0.00,USD,Business Credit Card,no,
EXP-5638,2026-01-19,AWS,Software & Subscriptions,Cloud hosting & storage,314.89,0.00,USD,Business Credit Card,no,
EXP-5619,2026-01-20,FedEx,Shipping & Postage,Express shipments,336.59,0.00,USD,Business Credit Card,no,
EXP-5636,2026-01-20,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,63.22,0.00,USD,Business Credit Card,no,
EXP-5608,2026-01-20,USPS,Shipping & Postage,First-class & priority shipping,69.48,0.00,USD,Business Credit Card,no,
EXP-5631,2026-01-22,Google Ads,Advertising & Marketing,Search & shopping ads,649.43,0.00,USD,Business Credit Card,no,
EXP-5633,2026-01-22,Google Ads,Advertising & Marketing,Search & shopping ads,2274.57,0.00,USD,Business Credit Card,no,
EXP-5603,2026-01-23,UPS,Shipping & Postage,Outbound shipping labels,339.02,0.00,USD,Business Credit Card,no,
EXP-5621,2026-01-23,Shopify,Software & Subscriptions,Monthly storefront subscription,83.73,0.00,USD,Business Credit Card,no,
EXP-5617,2026-01-23,FedEx,Shipping & Postage,Express shipments,75.26,0.00,USD,Business Credit Card,no,
EXP-5646,2026-01-24,AT&T Business,Utilities,Business internet & phone,108.44,0.00,USD,ACH,no,
EXP-5645,2026-01-24,Pacific Gas & Electric,Utilities,Studio utilities,345.43,0.00,USD,ACH,no,
EXP-5632,2026-01-24,Google Ads,Advertising & Marketing,Search & shopping ads,1487.15,0.00,USD,Business Credit Card,no,
EXP-5623,2026-01-24,Stripe Fees,Bank & Processor Fees,Card processing fees,162.46,0.00,USD,Business Credit Card,no,
EXP-5642,2026-01-24,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",407.05,0.00,USD,Business Credit Card,no,
EXP-5641,2026-01-25,Pacific Coast Textiles,Cost of Goods Sold,Fabric raw material order,1226.74,0.00,USD,ACH,no,
EXP-5628,2026-01-27,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,4161.45,0.00,USD,Business Credit Card,no,
EXP-5639,2026-01-28,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,89.50,0.00,USD,Business Credit Card,no,
EXP-5612,2026-01-28,USPS,Shipping & Postage,First-class & priority shipping,219.61,0.00,USD,Business Credit Card,no,
EXP-5659,2026-02-01,USPS,Shipping & Postage,First-class & priority shipping,222.55,0.00,USD,Business Credit Card,no,
EXP-5684,2026-02-03,TikTok Ads,Advertising & Marketing,Paid social campaign,1767.63,0.00,USD,Business Credit Card,no,
EXP-5680,2026-02-06,Google Ads,Advertising & Marketing,Search & shopping ads,1624.82,0.00,USD,Business Credit Card,no,
EXP-5663,2026-02-06,USPS,Shipping & Postage,First-class & priority shipping,222.94,0.00,USD,Business Credit Card,no,
EXP-5657,2026-02-07,USPS,Shipping & Postage,First-class & priority shipping,58.95,0.00,USD,Business Credit Card,no,
EXP-5674,2026-02-08,Stripe Fees,Bank & Processor Fees,Card processing fees,444.59,0.00,USD,Business Credit Card,no,
EXP-5649,2026-02-08,UPS,Shipping & Postage,Outbound shipping labels,291.10,0.00,USD,Business Credit Card,no,
EXP-5666,2026-02-08,FedEx,Shipping & Postage,Express shipments,273.67,0.00,USD,Business Credit Card,no,
EXP-5679,2026-02-10,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3294.71,0.00,USD,Business Credit Card,no,
EXP-5676,2026-02-13,PayPal Fees,Bank & Processor Fees,Processing fees,172.42,0.00,USD,Business Credit Card,no,
EXP-5675,2026-02-13,Stripe Fees,Bank & Processor Fees,Card processing fees,807.39,0.00,USD,Business Credit Card,no,
EXP-5656,2026-02-13,UPS,Shipping & Postage,Outbound shipping labels,242.00,0.00,USD,Business Credit Card,no,
EXP-5658,2026-02-14,USPS,Shipping & Postage,First-class & priority shipping,184.90,0.00,USD,Business Credit Card,no,
EXP-5660,2026-02-14,USPS,Shipping & Postage,First-class & priority shipping,58.08,0.00,USD,Business Credit Card,no,
EXP-5687,2026-02-15,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,77.62,0.00,USD,Business Credit Card,no,
EXP-5664,2026-02-15,USPS,Shipping & Postage,First-class & priority shipping,208.91,0.00,USD,Business Credit Card,no,
EXP-5673,2026-02-15,Klaviyo,Software & Subscriptions,Email marketing platform,297.24,0.00,USD,Business Credit Card,no,
EXP-5654,2026-02-16,UPS,Shipping & Postage,Outbound shipping labels,345.22,0.00,USD,Business Credit Card,no,
EXP-5665,2026-02-16,USPS,Shipping & Postage,First-class & priority shipping,166.96,0.00,USD,Business Credit Card,no,
EXP-5692,2026-02-17,Pacific Gas & Electric,Utilities,Studio utilities,274.66,0.00,USD,ACH,no,
EXP-5671,2026-02-18,ShipStation,Software & Subscriptions,Monthly subscription,65.77,0.00,USD,Business Credit Card,no,
EXP-5686,2026-02-18,AWS,Software & Subscriptions,Cloud hosting & storage,168.71,0.00,USD,Business Credit Card,no,
EXP-5677,2026-02-21,PayPal Fees,Bank & Processor Fees,Processing fees,308.59,0.00,USD,Business Credit Card,no,
EXP-5661,2026-02-22,USPS,Shipping & Postage,First-class & priority shipping,237.25,0.00,USD,Business Credit Card,no,
EXP-5689,2026-02-23,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",1478.45,0.00,USD,ACH,no,
EXP-5691,2026-02-23,WeWork Studio Space,Rent,Monthly studio rent,1850.00,0.00,USD,ACH,no,
EXP-5682,2026-02-23,Google Ads,Advertising & Marketing,Search & shopping ads,1948.04,0.00,USD,Business Credit Card,no,
EXP-5688,2026-02-23,Northern Leather Supply,Cost of Goods Sold,Leather raw material order,5642.50,0.00,USD,Business Credit Card,no,
EXP-5668,2026-02-24,FedEx,Shipping & Postage,Express shipments,513.72,0.00,USD,Business Credit Card,no,
EXP-5685,2026-02-25,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,69.63,0.00,USD,Business Credit Card,no,
EXP-5662,2026-02-25,USPS,Shipping & Postage,First-class & priority shipping,53.87,0.00,USD,Business Credit Card,no,
EXP-5672,2026-02-26,Shopify,Software & Subscriptions,Monthly storefront subscription,87.47,0.00,USD,Business Credit Card,no,
EXP-5683,2026-02-27,TikTok Ads,Advertising & Marketing,Paid social campaign,1593.11,0.00,USD,Business Credit Card,no,
EXP-5709,2026-03-01,USPS,Shipping & Postage,First-class & priority shipping,63.26,0.00,USD,Business Credit Card,no,
EXP-5718,2026-03-02,FedEx,Shipping & Postage,Express shipments,80.88,0.00,USD,Business Credit Card,no,
EXP-5708,2026-03-03,USPS,Shipping & Postage,First-class & priority shipping,146.68,0.00,USD,Business Credit Card,no,
EXP-5700,2026-03-04,UPS,Shipping & Postage,Outbound shipping labels,432.52,0.00,USD,Business Credit Card,no,
EXP-5713,2026-03-06,USPS,Shipping & Postage,First-class & priority shipping,40.69,0.00,USD,Business Credit Card,no,
EXP-5719,2026-03-06,FedEx,Shipping & Postage,Express shipments,112.61,0.00,USD,Business Credit Card,no,
EXP-5737,2026-03-09,TikTok Ads,Advertising & Marketing,Paid social campaign,1317.89,0.00,USD,Business Credit Card,no,
EXP-5720,2026-03-10,FedEx,Shipping & Postage,Express shipments,384.71,0.00,USD,Business Credit Card,no,
EXP-5697,2026-03-10,UPS,Shipping & Postage,Outbound shipping labels,156.85,0.00,USD,Business Credit Card,no,
EXP-5699,2026-03-10,UPS,Shipping & Postage,Outbound shipping labels,305.18,0.00,USD,Business Credit Card,no,
EXP-5729,2026-03-11,PayPal Fees,Bank & Processor Fees,Processing fees,175.75,0.00,USD,Business Credit Card,no,
EXP-5738,2026-03-12,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,78.17,0.00,USD,Business Credit Card,no,
EXP-5724,2026-03-12,Stripe Fees,Bank & Processor Fees,Card processing fees,740.07,0.00,USD,Business Credit Card,no,
EXP-5744,2026-03-12,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,919.75,0.00,USD,ACH,no,
EXP-5743,2026-03-14,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,726.53,0.00,USD,Business Credit Card,no,
EXP-5707,2026-03-15,USPS,Shipping & Postage,First-class & priority shipping,101.98,0.00,USD,Business Credit Card,no,
EXP-5722,2026-03-15,Shopify,Software & Subscriptions,Monthly storefront subscription,243.85,0.00,USD,Business Credit Card,no,
EXP-5703,2026-03-15,UPS,Shipping & Postage,Outbound shipping labels,244.89,0.00,USD,Business Credit Card,no,
EXP-5727,2026-03-16,PayPal Fees,Bank & Processor Fees,Processing fees,56.04,0.00,USD,Business Credit Card,no,
EXP-5704,2026-03-16,UPS,Shipping & Postage,Outbound shipping labels,266.36,0.00,USD,Business Credit Card,no,
EXP-5710,2026-03-18,USPS,Shipping & Postage,First-class & priority shipping,71.08,0.00,USD,Business Credit Card,no,
EXP-5706,2026-03-19,USPS,Shipping & Postage,First-class & priority shipping,160.32,0.00,USD,Business Credit Card,no,
EXP-5736,2026-03-20,TikTok Ads,Advertising & Marketing,Paid social campaign,2052.98,0.00,USD,Business Credit Card,no,
EXP-5721,2026-03-20,ShipStation,Software & Subscriptions,Monthly subscription,69.06,0.00,USD,Business Credit Card,no,
EXP-5739,2026-03-20,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,69.06,0.00,USD,Business Credit Card,no,
EXP-5741,2026-03-20,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,99.44,0.00,USD,Business Credit Card,no,
EXP-5740,2026-03-21,AWS,Software & Subscriptions,Cloud hosting & storage,299.19,0.00,USD,Business Credit Card,no,
EXP-5714,2026-03-21,USPS,Shipping & Postage,First-class & priority shipping,87.67,0.00,USD,Business Credit Card,no,
EXP-5696,2026-03-23,UPS,Shipping & Postage,Outbound shipping labels,36.01,0.00,USD,Business Credit Card,no,
EXP-5728,2026-03-23,PayPal Fees,Bank & Processor Fees,Processing fees,277.12,0.00,USD,Business Credit Card,no,
EXP-5730,2026-03-23,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,1036.20,0.00,USD,Business Credit Card,no,
EXP-5732,2026-03-24,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,4117.40,0.00,USD,Business Credit Card,no,
EXP-5698,2026-03-25,UPS,Shipping & Postage,Outbound shipping labels,461.73,0.00,USD,Business Credit Card,no,
EXP-5702,2026-03-25,UPS,Shipping & Postage,Outbound shipping labels,130.46,0.00,USD,Business Credit Card,no,
EXP-5746,2026-03-25,Bench Bookkeeping,Professional Services,Monthly bookkeeping service,249.00,0.00,USD,ACH,no,
EXP-5742,2026-03-26,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",406.32,0.00,USD,ACH,no,
EXP-5735,2026-03-26,Google Ads,Advertising & Marketing,Search & shopping ads,3553.07,0.00,USD,Business Credit Card,no,
EXP-5716,2026-03-27,FedEx,Shipping & Postage,Express shipments,379.99,0.00,USD,Business Credit Card,no,
EXP-5712,2026-03-27,USPS,Shipping & Postage,First-class & priority shipping,54.59,0.00,USD,Business Credit Card,no,
EXP-5725,2026-03-27,Stripe Fees,Bank & Processor Fees,Card processing fees,92.78,0.00,USD,Business Credit Card,no,
EXP-5765,2026-04-01,USPS,Shipping & Postage,First-class & priority shipping,85.36,0.00,USD,Business Credit Card,no,
EXP-5748,2026-04-01,UPS,Shipping & Postage,Outbound shipping labels,401.40,0.00,USD,Business Credit Card,no,
EXP-5790,2026-04-02,TikTok Ads,Advertising & Marketing,Paid social campaign,355.07,0.00,USD,Business Credit Card,no,
EXP-5772,2026-04-03,ShipStation,Software & Subscriptions,Monthly subscription,63.79,0.00,USD,Business Credit Card,no,
EXP-5764,2026-04-05,USPS,Shipping & Postage,First-class & priority shipping,71.63,0.00,USD,Business Credit Card,no,
EXP-5794,2026-04-05,Uline Packaging,Packaging & Supplies,"Boxes, mailers, void fill",468.84,0.00,USD,ACH,no,
EXP-5798,2026-04-06,AT&T Business,Utilities,Business internet & phone,94.06,0.00,USD,ACH,no,
EXP-5768,2026-04-06,FedEx,Shipping & Postage,Express shipments,375.09,0.00,USD,Business Credit Card,no,
EXP-5776,2026-04-07,Stripe Fees,Bank & Processor Fees,Card processing fees,752.42,0.00,USD,Business Credit Card,no,
EXP-5749,2026-04-07,UPS,Shipping & Postage,Outbound shipping labels,166.68,0.00,USD,Business Credit Card,no,
EXP-5761,2026-04-07,USPS,Shipping & Postage,First-class & priority shipping,141.11,0.00,USD,Business Credit Card,no,
EXP-5793,2026-04-07,Avalara Sales Tax,Software & Subscriptions,Sales tax automation subscription,95.22,0.00,USD,Business Credit Card,no,
EXP-5781,2026-04-10,PayPal Fees,Bank & Processor Fees,Processing fees,251.54,0.00,USD,Business Credit Card,no,
EXP-5792,2026-04-10,AWS,Software & Subscriptions,Cloud hosting & storage,349.99,0.00,USD,Business Credit Card,no,
EXP-5787,2026-04-10,Google Ads,Advertising & Marketing,Search & shopping ads,3368.59,0.00,USD,Business Credit Card,no,
EXP-5762,2026-04-11,USPS,Shipping & Postage,First-class & priority shipping,193.09,0.00,USD,Business Credit Card,no,
EXP-5779,2026-04-11,PayPal Fees,Bank & Processor Fees,Processing fees,296.71,0.00,USD,Business Credit Card,no,
EXP-5796,2026-04-12,WeWork Studio Space,Rent,Monthly studio rent,1850.00,0.00,USD,ACH,no,
EXP-5766,2026-04-13,USPS,Shipping & Postage,First-class & priority shipping,152.60,0.00,USD,Business Credit Card,no,
EXP-5799,2026-04-15,Bench Bookkeeping,Professional Services,Monthly bookkeeping service,249.00,0.00,USD,ACH,no,
EXP-5786,2026-04-17,Google Ads,Advertising & Marketing,Search & shopping ads,576.16,0.00,USD,Business Credit Card,no,
EXP-5778,2026-04-17,PayPal Fees,Bank & Processor Fees,Processing fees,61.99,0.00,USD,Business Credit Card,no,
EXP-5783,2026-04-17,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,2906.87,0.00,USD,Business Credit Card,no,
EXP-5758,2026-04-17,USPS,Shipping & Postage,First-class & priority shipping,76.05,0.00,USD,Business Credit Card,no,
EXP-5760,2026-04-18,USPS,Shipping & Postage,First-class & priority shipping,131.40,0.00,USD,Business Credit Card,no,
EXP-5767,2026-04-19,FedEx,Shipping & Postage,Express shipments,381.44,0.00,USD,Business Credit Card,no,
EXP-5795,2026-04-20,EcoEnclose,Packaging & Supplies,Compostable mailers and tissue,918.71,0.00,USD,ACH,no,
EXP-5797,2026-04-23,Pacific Gas & Electric,Utilities,Studio utilities,316.88,0.00,USD,ACH,no,
EXP-5759,2026-04-24,USPS,Shipping & Postage,First-class & priority shipping,164.70,0.00,USD,Business Credit Card,no,
EXP-5780,2026-04-24,PayPal Fees,Bank & Processor Fees,Processing fees,281.53,0.00,USD,Business Credit Card,no,
EXP-5757,2026-04-24,USPS,Shipping & Postage,First-class & priority shipping,19.11,0.00,USD,Business Credit Card,no,
EXP-5791,2026-04-24,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,62.80,0.00,USD,Business Credit Card,no,
EXP-5752,2026-04-26,UPS,Shipping & Postage,Outbound shipping labels,28.64,0.00,USD,Business Credit Card,no,
EXP-5763,2026-04-26,USPS,Shipping & Postage,First-class & priority shipping,88.74,0.00,USD,Business Credit Card,no,
EXP-5755,2026-04-28,UPS,Shipping & Postage,Outbound shipping labels,263.30,0.00,USD,Business Credit Card,no,
EXP-5769,2026-04-28,FedEx,Shipping & Postage,Express shipments,488.32,0.00,USD,Business Credit Card,no,
EXP-5782,2026-04-28,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,593.01,0.00,USD,Business Credit Card,no,
EXP-5829,2026-05-02,AT&T Business,Utilities,Business internet & phone,95.43,0.00,USD,ACH,no,
EXP-5819,2026-05-03,Meta Ads,Advertising & Marketing,Facebook & Instagram ad spend,3369.72,0.00,USD,Business Credit Card,no,
EXP-5805,2026-05-03,USPS,Shipping & Postage,First-class & priority shipping,233.84,0.00,USD,Business Credit Card,no,
EXP-5807,2026-05-03,USPS,Shipping & Postage,First-class & priority shipping,196.21,0.00,USD,Business Credit Card,no,
EXP-5818,2026-05-04,PayPal Fees,Bank & Processor Fees,Processing fees,138.73,0.00,USD,Business Credit Card,no,
EXP-5822,2026-05-06,Google Ads,Advertising & Marketing,Search & shopping ads,3510.71,0.00,USD,Business Credit Card,no,
EXP-5816,2026-05-06,Stripe Fees,Bank & Processor Fees,Card processing fees,260.16,0.00,USD,Business Credit Card,no,
EXP-5821,2026-05-08,Google Ads,Advertising & Marketing,Search & shopping ads,2303.39,0.00,USD,Business Credit Card,no,
EXP-5811,2026-05-08,FedEx,Shipping & Postage,Express shipments,101.95,0.00,USD,Business Credit Card,no,
EXP-5812,2026-05-09,FedEx,Shipping & Postage,Express shipments,567.28,0.00,USD,Business Credit Card,no,
EXP-5809,2026-05-10,USPS,Shipping & Postage,First-class & priority shipping,166.17,0.00,USD,Business Credit Card,no,
EXP-5804,2026-05-10,UPS,Shipping & Postage,Outbound shipping labels,167.53,0.00,USD,Business Credit Card,no,
EXP-5823,2026-05-11,TikTok Ads,Advertising & Marketing,Paid social campaign,594.78,0.00,USD,Business Credit Card,no,
EXP-5817,2026-05-12,Stripe Fees,Bank & Processor Fees,Card processing fees,511.46,0.00,USD,Business Credit Card,no,
EXP-5820,2026-05-13,Google Ads,Advertising & Marketing,Search & shopping ads,2199.63,0.00,USD,Business Credit Card,no,
EXP-5828,2026-05-13,Pacific Gas & Electric,Utilities,Studio utilities,212.03,0.00,USD,ACH,no,
EXP-5802,2026-05-13,UPS,Shipping & Postage,Outbound shipping labels,95.76,0.00,USD,Business Credit Card,no,
EXP-5813,2026-05-13,FedEx,Shipping & Postage,Express shipments,125.93,0.00,USD,Business Credit Card,no,
EXP-5824,2026-05-14,Adobe Creative Cloud,Software & Subscriptions,Design software subscription,69.17,0.00,USD,Business Credit Card,no,
EXP-5810,2026-05-15,FedEx,Shipping & Postage,Express shipments,299.68,0.00,USD,Business Credit Card,no,
EXP-5806,2026-05-15,USPS,Shipping & Postage,First-class & priority shipping,138.86,0.00,USD,Business Credit Card,no,
EXP-5803,2026-05-15,UPS,Shipping & Postage,Outbound shipping labels,300.44,0.00,USD,Business Credit Card,no,
